gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Auto-Cog,ANT-CHO,NONE,2020,53.55292799999989,0.0,0.0
Auto-Cog,ANT-CHO,NONE,2025,53.55292799999989,0.0,0.0
Auto-Cog,ANT-CHO,NONE,2030,53.55292799999989,0.0,0.0
Auto-Cog,ANT-CHO,NONE,2035,53.55292799999989,0.0,0.0
Auto-Cog,ANT-CHO,NONE,2040,53.55292799999989,0.0,0.0
Auto-Cog,ANT-CHO,NONE,2045,53.55292799999989,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2020,6.2668319999999955,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2025,6.2668319999999955,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2030,6.2668319999999955,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2035,6.2668319999999955,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2040,6.2668319999999955,0.0,0.0
Auto-Cog,ATLANTICO,NONE,2045,6.2668319999999955,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2020,9.685103999999983,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2025,9.685103999999983,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2030,9.685103999999983,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2035,9.685103999999983,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2040,9.685103999999983,0.0,0.0
Auto-Cog,BOG-CUN,NONE,2045,9.685103999999983,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2020,112.80297599999966,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2025,112.80297599999966,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2030,112.80297599999966,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2035,112.80297599999966,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2040,112.80297599999966,0.0,0.0
Auto-Cog,BOLIVAR,NONE,2045,112.80297599999966,0.0,0.0
Auto-Cog,CAUCA,NONE,2020,170.3438880000001,0.0,0.0
Auto-Cog,CAUCA,NONE,2025,170.34388800000016,0.0,0.0
Auto-Cog,CAUCA,NONE,2030,170.34388800000016,0.0,0.0
Auto-Cog,CAUCA,NONE,2035,170.34388800000013,0.0,0.0
Auto-Cog,CAUCA,NONE,2040,170.34388800000016,0.0,0.0
Auto-Cog,CAUCA,NONE,2045,170.34388800000013,0.0,0.0
Auto-Cog,CQR,NONE,2020,85.45679999999994,0.0,0.0
Auto-Cog,CQR,NONE,2025,85.45679999999994,0.0,0.0
Auto-Cog,CQR,NONE,2030,85.45679999999994,0.0,0.0
Auto-Cog,CQR,NONE,2035,85.45679999999994,0.0,0.0
Auto-Cog,CQR,NONE,2040,85.45679999999994,0.0,0.0
Auto-Cog,CQR,NONE,2045,85.45679999999994,0.0,0.0
Auto-Cog,GCM,NONE,2020,12.818519999999973,0.0,0.0
Auto-Cog,GCM,NONE,2025,12.818519999999973,0.0,0.0
Auto-Cog,GCM,NONE,2030,12.818519999999973,0.0,0.0
Auto-Cog,GCM,NONE,2035,12.818519999999973,0.0,0.0
Auto-Cog,GCM,NONE,2040,12.818519999999973,0.0,0.0
Auto-Cog,GCM,NONE,2045,12.818519999999973,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2020,9.115392,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2025,9.115392,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2030,9.115392,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2035,9.115392,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2040,9.115392,0.0,0.0
Auto-Cog,MET-GUAV,NONE,2045,9.115392,0.0,0.0
Auto-Cog,VALLE,NONE,2020,269.473776,0.0,0.0
Auto-Cog,VALLE,NONE,2025,269.47377599999993,0.0,0.0
Auto-Cog,VALLE,NONE,2030,269.473776,0.0,0.0
Auto-Cog,VALLE,NONE,2035,269.47377599999993,0.0,0.0
Auto-Cog,VALLE,NONE,2040,269.473776,0.0,0.0
Auto-Cog,VALLE,NONE,2045,269.473776,0.0,0.0
Eolica,ANT-CHO,Wind,2020,653.4483411942887,0.0,0.0
Eolica,ANT-CHO,Wind,2025,884.6065247236186,0.0,0.0
Eolica,ANT-CHO,Wind,2030,1306.8966823885771,0.0,0.0
Eolica,ANT-CHO,Wind,2035,1474.3442078726978,0.0,0.0
Eolica,ANT-CHO,Wind,2040,1829.6553553440103,0.0,0.0
Eolica,ANT-CHO,Wind,2045,1887.1605860770567,0.0,0.0
Eolica,ATLANTICO,Wind,2020,653.4483411942886,0.0,0.0
Eolica,ATLANTICO,Wind,2025,884.6065247236187,0.0,0.0
Eolica,ATLANTICO,Wind,2030,1306.8966823885778,0.0,0.0
Eolica,ATLANTICO,Wind,2035,1474.3442078726978,0.0,0.0
Eolica,ATLANTICO,Wind,2040,1829.65535534401,0.0,0.0
Eolica,ATLANTICO,Wind,2045,1887.1605860770571,0.0,0.0
Eolica,BOG-CUN,Wind,2020,653.4483411942887,0.0,0.0
Eolica,BOG-CUN,Wind,2025,884.6065247236187,0.0,0.0
Eolica,BOG-CUN,Wind,2030,1306.8966823885778,0.0,0.0
Eolica,BOG-CUN,Wind,2035,1474.3442078726982,0.0,0.0
Eolica,BOG-CUN,Wind,2040,1829.6553553440108,0.0,0.0
Eolica,BOG-CUN,Wind,2045,1887.160586077056,0.0,0.0
Eolica,BOLIVAR,Wind,2020,653.4483411942884,0.0,0.0
Eolica,BOLIVAR,Wind,2025,884.6065247236186,0.0,0.0
Eolica,BOLIVAR,Wind,2030,1306.8966823885776,0.0,0.0
Eolica,BOLIVAR,Wind,2035,1474.3442078726978,0.0,0.0
Eolica,BOLIVAR,Wind,2040,1829.6553553440106,0.0,0.0
Eolica,BOLIVAR,Wind,2045,1887.1605860770562,0.0,0.0
Eolica,BOY-CAS,Wind,2020,653.4483411942886,0.0,0.0
Eolica,BOY-CAS,Wind,2025,884.6065247236186,0.0,0.0
Eolica,BOY-CAS,Wind,2030,1306.8966823885776,0.0,0.0
Eolica,BOY-CAS,Wind,2035,1474.344207872698,0.0,0.0
Eolica,BOY-CAS,Wind,2040,1829.6553553440112,0.0,0.0
Eolica,BOY-CAS,Wind,2045,1887.1605860770565,0.0,0.0
Eolica,CAUCA,Wind,2020,653.4483411942888,0.0,0.0
Eolica,CAUCA,Wind,2025,884.6065247236189,0.0,0.0
Eolica,CAUCA,Wind,2030,1306.8966823885773,0.0,0.0
Eolica,CAUCA,Wind,2035,1474.3442078726987,0.0,0.0
Eolica,CAUCA,Wind,2040,1829.655355344011,0.0,0.0
Eolica,CAUCA,Wind,2045,1887.160586077057,0.0,0.0
Eolica,COR-SUC,Wind,2020,653.4483411942888,0.0,0.0
Eolica,COR-SUC,Wind,2025,884.6065247236182,0.0,0.0
Eolica,COR-SUC,Wind,2030,1306.8966823885771,0.0,0.0
Eolica,COR-SUC,Wind,2035,1474.3442078726976,0.0,0.0
Eolica,COR-SUC,Wind,2040,1829.6553553440106,0.0,0.0
Eolica,COR-SUC,Wind,2045,1887.160586077056,0.0,0.0
Eolica,CQR,Wind,2020,653.4483411942886,0.0,0.0
Eolica,CQR,Wind,2025,884.6065247236183,0.0,0.0
Eolica,CQR,Wind,2030,1306.896682388578,0.0,0.0
Eolica,CQR,Wind,2035,1474.3442078726987,0.0,0.0
Eolica,CQR,Wind,2040,1829.6553553440108,0.0,0.0
Eolica,CQR,Wind,2045,1887.160586077056,0.0,0.0
Eolica,GCM,Wind,2020,755.0941457517293,0.0,0.0
Eolica,GCM,Wind,2025,986.2523292810597,0.0,0.0
Eolica,GCM,Wind,2030,1408.5424869460164,0.0,0.0
Eolica,GCM,Wind,2035,1575.990012430136,0.0,0.0
Eolica,GCM,Wind,2040,1931.301159901448,0.0,0.0
Eolica,GCM,Wind,2045,1988.8063906344937,0.0,0.0
Eolica,HTC,Wind,2020,653.4483411942886,0.0,0.0
Eolica,HTC,Wind,2025,884.6065247236188,0.0,0.0
Eolica,HTC,Wind,2030,1306.8966823885776,0.0,0.0
Eolica,HTC,Wind,2035,1474.344207872698,0.0,0.0
Eolica,HTC,Wind,2040,1829.655355344011,0.0,0.0
Eolica,HTC,Wind,2045,1887.1605860770567,0.0,0.0
Eolica,MET-GUAV,Wind,2020,653.4483411942886,0.0,0.0
Eolica,MET-GUAV,Wind,2025,884.6065247236183,0.0,0.0
Eolica,MET-GUAV,Wind,2030,1306.8966823885778,0.0,0.0
Eolica,MET-GUAV,Wind,2035,1474.344207872698,0.0,0.0
Eolica,MET-GUAV,Wind,2040,1829.6553553440108,0.0,0.0
Eolica,MET-GUAV,Wind,2045,1887.1605860770567,0.0,0.0
Eolica,NAR-PUT,Wind,2020,653.4483411942888,0.0,0.0
Eolica,NAR-PUT,Wind,2025,884.6065247236183,0.0,0.0
Eolica,NAR-PUT,Wind,2030,1306.8966823885776,0.0,0.0
Eolica,NAR-PUT,Wind,2035,1474.344207872698,0.0,0.0
Eolica,NAR-PUT,Wind,2040,1829.655355344011,0.0,0.0
Eolica,NAR-PUT,Wind,2045,1887.160586077057,0.0,0.0
Eolica,NSANT,Wind,2020,653.4483411942886,0.0,0.0
Eolica,NSANT,Wind,2025,884.6065247236188,0.0,0.0
Eolica,NSANT,Wind,2030,1306.8966823885773,0.0,0.0
Eolica,NSANT,Wind,2035,1474.3442078726978,0.0,0.0
Eolica,NSANT,Wind,2040,1829.6553553440106,0.0,0.0
Eolica,NSANT,Wind,2045,1887.1605860770565,0.0,0.0
Eolica,SANT-ARA,Wind,2020,653.4483411942883,0.0,0.0
Eolica,SANT-ARA,Wind,2025,884.6065247236189,0.0,0.0
Eolica,SANT-ARA,Wind,2030,1306.8966823885771,0.0,0.0
Eolica,SANT-ARA,Wind,2035,1474.3442078726982,0.0,0.0
Eolica,SANT-ARA,Wind,2040,1829.6553553440108,0.0,0.0
Eolica,SANT-ARA,Wind,2045,1887.1605860770565,0.0,0.0
Eolica,VALLE,Wind,2020,653.4483411942883,0.0,0.0
Eolica,VALLE,Wind,2025,884.6065247236189,0.0,0.0
Eolica,VALLE,Wind,2030,1306.8966823885773,0.0,0.0
Eolica,VALLE,Wind,2035,1474.344207872698,0.0,0.0
Eolica,VALLE,Wind,2040,1829.6553553440117,0.0,0.0
Eolica,VALLE,Wind,2045,1887.1605860770562,0.0,0.0
Hidro,ANT-CHO,Water,2020,19128.453482476885,0.0,0.0
Hidro,ANT-CHO,Water,2025,19671.871082476806,0.0,0.0
Hidro,ANT-CHO,Water,2030,19780.554602476863,0.0,0.0
Hidro,ANT-CHO,Water,2035,19889.238122476847,0.0,0.0
Hidro,ANT-CHO,Water,2040,19943.579882476894,0.0,0.0
Hidro,ANT-CHO,Water,2045,19997.921642476857,0.0,0.0
Hidro,ATLANTICO,Water,2020,0.0,0.0,0.0
Hidro,ATLANTICO,Water,2025,0.0,0.0,0.0
Hidro,ATLANTICO,Water,2030,0.0,0.0,0.0
Hidro,ATLANTICO,Water,2035,0.0,0.0,0.0
Hidro,ATLANTICO,Water,2040,0.0,0.0,0.0
Hidro,ATLANTICO,Water,2045,0.0,0.0,0.0
Hidro,BOG-CUN,Water,2020,13493.779474560017,0.0,0.0
Hidro,BOG-CUN,Water,2025,13493.779474560022,0.0,0.0
Hidro,BOG-CUN,Water,2030,13493.779474560026,0.0,0.0
Hidro,BOG-CUN,Water,2035,13493.779474560039,0.0,0.0
Hidro,BOG-CUN,Water,2040,13493.779474560017,0.0,0.0
Hidro,BOG-CUN,Water,2045,13493.779474560011,0.0,0.0
Hidro,BOLIVAR,Water,2020,0.0,0.0,0.0
Hidro,BOLIVAR,Water,2025,0.0,0.0,0.0
Hidro,BOLIVAR,Water,2030,0.0,0.0,0.0
Hidro,BOLIVAR,Water,2035,0.0,0.0,0.0
Hidro,BOLIVAR,Water,2040,0.0,0.0,0.0
Hidro,BOLIVAR,Water,2045,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2020,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2025,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2030,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2035,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2040,0.0,0.0,0.0
Hidro,BOY-CAS,Water,2045,0.0,0.0,0.0
Hidro,CAUCA,Water,2020,0.0,0.0,0.0
Hidro,CAUCA,Water,2025,0.0,0.0,0.0
Hidro,CAUCA,Water,2030,0.0,0.0,0.0
Hidro,CAUCA,Water,2035,0.0,0.0,0.0
Hidro,CAUCA,Water,2040,0.0,0.0,0.0
Hidro,CAUCA,Water,2045,0.0,0.0,0.0
Hidro,COR-SUC,Water,2020,1314.7585651200002,0.0,0.0
Hidro,COR-SUC,Water,2025,1314.7585651200002,0.0,0.0
Hidro,COR-SUC,Water,2030,1314.7585651199995,0.0,0.0
Hidro,COR-SUC,Water,2035,1314.7585651200004,0.0,0.0
Hidro,COR-SUC,Water,2040,1314.7585651200004,0.0,0.0
Hidro,COR-SUC,Water,2045,1314.7585651200004,0.0,0.0
Hidro,CQR,Water,2020,1170.8352902400002,0.0,0.0
Hidro,CQR,Water,2025,1170.8352902400009,0.0,0.0
Hidro,CQR,Water,2030,1170.83529024,0.0,0.0
Hidro,CQR,Water,2035,1170.83529024,0.0,0.0
Hidro,CQR,Water,2040,1170.8352902400009,0.0,0.0
Hidro,CQR,Water,2045,1170.8352902399997,0.0,0.0
Hidro,GCM,Water,2020,0.0,0.0,0.0
Hidro,GCM,Water,2025,0.0,0.0,0.0
Hidro,GCM,Water,2030,0.0,0.0,0.0
Hidro,GCM,Water,2035,0.0,0.0,0.0
